na_item,time,values,geo
Public order and safety n.e.c.,2021-01-01,0.1,Portugalia
Public order and safety n.e.c.,2021-01-01,0.3,Romania
Public order and safety n.e.c.,2021-01-01,0,Suedia
Public order and safety n.e.c.,2021-01-01,0.1,Slovenia
Public order and safety n.e.c.,2021-01-01,0.5,Slovacia
Economic affairs,2021-01-01,9.3,Austria
Economic affairs,2021-01-01,7.1,Belgia
Economic affairs,2021-01-01,6.7,Bulgaria
Economic affairs,2021-01-01,4.9,Elvetia
Economic affairs,2021-01-01,5.2,Cipru
Economic affairs,2021-01-01,7.5,Cehia
Economic affairs,2021-01-01,6,Germania
Economic affairs,2021-01-01,4.1,Danemarca
Economic affairs,2021-01-01,4.8,Estonia
Economic affairs,2021-01-01,10.7,Grecia
Economic affairs,2021-01-01,6.5,Spania
Economic affairs,2021-01-01,6.3,Media UE
Economic affairs,2021-01-01,5,Finlanda
Economic affairs,2021-01-01,6.9,Franta
Economic affairs,2021-01-01,8.5,Croatia
Economic affairs,2021-01-01,9.2,Ungaria
Economic affairs,2021-01-01,3.1,Irlanda
Economic affairs,2021-01-01,6,Islanda
Economic affairs,2021-01-01,6.6,Italia
Economic affairs,2021-01-01,4,Lituania
Economic affairs,2021-01-01,5.4,Luxemburg
Economic affairs,2021-01-01,7.2,Letonia
Economic affairs,2021-01-01,9,Malta
Economic affairs,2021-01-01,5.9,Olanda
Economic affairs,2021-01-01,5.9,Norvegia
Economic affairs,2021-01-01,6.1,Polonia
Economic affairs,2021-01-01,5.5,Portugalia
Economic affairs,2021-01-01,5.8,Romania
Economic affairs,2021-01-01,4.8,Suedia
Economic affairs,2021-01-01,6.8,Slovenia
Economic affairs,2021-01-01,6.8,Slovacia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.4,Austria
"Agriculture, forestry, fishing and hunting",2021-01-01,0.1,Belgia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.7,Bulgaria
"Agriculture, forestry, fishing and hunting",2021-01-01,0.7,Elvetia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.7,Cipru
"Agriculture, forestry, fishing and hunting",2021-01-01,0.6,Cehia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.2,Germania
"Agriculture, forestry, fishing and hunting",2021-01-01,0.3,Danemarca
"Agriculture, forestry, fishing and hunting",2021-01-01,0.4,Estonia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.4,Grecia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.4,Spania
"Agriculture, forestry, fishing and hunting",2021-01-01,0.3,Media UE
"Agriculture, forestry, fishing and hunting",2021-01-01,0.6,Finlanda
"Agriculture, forestry, fishing and hunting",2021-01-01,0.2,Franta
"Agriculture, forestry, fishing and hunting",2021-01-01,0.6,Croatia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.5,Ungaria
"Agriculture, forestry, fishing and hunting",2021-01-01,0.2,Irlanda
"Agriculture, forestry, fishing and hunting",2021-01-01,0.7,Islanda
"Agriculture, forestry, fishing and hunting",2021-01-01,0.3,Italia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.4,Lituania
"Agriculture, forestry, fishing and hunting",2021-01-01,0.3,Luxemburg
"Agriculture, forestry, fishing and hunting",2021-01-01,0.5,Letonia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.4,Malta
"Agriculture, forestry, fishing and hunting",2021-01-01,0.2,Olanda
"Agriculture, forestry, fishing and hunting",2021-01-01,0.5,Norvegia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.4,Polonia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.3,Portugalia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.7,Romania
"Agriculture, forestry, fishing and hunting",2021-01-01,0.1,Suedia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.6,Slovenia
"Agriculture, forestry, fishing and hunting",2021-01-01,0.3,Slovacia
Fuel and energy,2021-01-01,0,Austria
Fuel and energy,2021-01-01,0.1,Belgia
Fuel and energy,2021-01-01,2.4,Bulgaria
Fuel and energy,2021-01-01,0.4,Elvetia
Fuel and energy,2021-01-01,0.2,Cipru
Fuel and energy,2021-01-01,0.9,Cehia
Fuel and energy,2021-01-01,0.4,Germania
Fuel and energy,2021-01-01,0.3,Danemarca
Fuel and energy,2021-01-01,0.2,Estonia
Fuel and energy,2021-01-01,0.4,Grecia
Fuel and energy,2021-01-01,0.6,Spania
Fuel and energy,2021-01-01,0.4,Media UE
Fuel and energy,2021-01-01,0.1,Finlanda
Fuel and energy,2021-01-01,0.5,Franta
Fuel and energy,2021-01-01,0.9,Croatia
Fuel and energy,2021-01-01,0.8,Ungaria
Fuel and energy,2021-01-01,0.1,Irlanda
Fuel and energy,2021-01-01,0.2,Islanda
Fuel and energy,2021-01-01,0.7,Italia
Fuel and energy,2021-01-01,0.1,Lituania
Fuel and energy,2021-01-01,0.1,Luxemburg
Fuel and energy,2021-01-01,0.4,Letonia
Fuel and energy,2021-01-01,1.1,Malta
Fuel and energy,2021-01-01,0.5,Olanda
Fuel and energy,2021-01-01,0.2,Norvegia
Fuel and energy,2021-01-01,0.4,Polonia
Fuel and energy,2021-01-01,0.1,Portugalia
Fuel and energy,2021-01-01,0.7,Romania
Fuel and energy,2021-01-01,0.1,Suedia
Fuel and energy,2021-01-01,0.2,Slovenia
Fuel and energy,2021-01-01,0.7,Slovacia
"Mining, manufacturing and construction",2021-01-01,0,Austria
"Mining, manufacturing and construction",2021-01-01,0,Belgia
"Mining, manufacturing and construction",2021-01-01,0,Bulgaria
"Mining, manufacturing and construction",2021-01-01,0,Elvetia
"Mining, manufacturing and construction",2021-01-01,0,Cipru
"Mining, manufacturing and construction",2021-01-01,0,Cehia
"Mining, manufacturing and construction",2021-01-01,0.2,Germania
"Mining, manufacturing and construction",2021-01-01,0,Danemarca
"Mining, manufacturing and construction",2021-01-01,0,Estonia
"Mining, manufacturing and construction",2021-01-01,0.2,Grecia
"Mining, manufacturing and construction",2021-01-01,0.1,Spania
"Mining, manufacturing and construction",2021-01-01,0.2,Media UE
"Mining, manufacturing and construction",2021-01-01,0,Finlanda
"Mining, manufacturing and construction",2021-01-01,0,Franta
"Mining, manufacturing and construction",2021-01-01,0.1,Croatia
"Mining, manufacturing and construction",2021-01-01,0.1,Ungaria
"Mining, manufacturing and construction",2021-01-01,0,Irlanda
"Mining, manufacturing and construction",2021-01-01,0,Islanda
"Mining, manufacturing and construction",2021-01-01,0.9,Italia
"Mining, manufacturing and construction",2021-01-01,0,Lituania
"Mining, manufacturing and construction",2021-01-01,0.1,Luxemburg
"Mining, manufacturing and construction",2021-01-01,0,Letonia
"Mining, manufacturing and construction",2021-01-01,0.2,Malta
"Mining, manufacturing and construction",2021-01-01,0,Olanda
"Mining, manufacturing and construction",2021-01-01,0,Norvegia
"Mining, manufacturing and construction",2021-01-01,0.1,Polonia
"Mining, manufacturing and construction",2021-01-01,0.2,Portugalia
"Mining, manufacturing and construction",2021-01-01,0.8,Romania
"Mining, manufacturing and construction",2021-01-01,0.1,Suedia
"Mining, manufacturing and construction",2021-01-01,0,Slovenia
"Mining, manufacturing and construction",2021-01-01,0.1,Slovacia
Transport,2021-01-01,3.1,Austria
Transport,2021-01-01,2.8,Belgia
Transport,2021-01-01,2.3,Bulgaria
Transport,2021-01-01,2.6,Elvetia
Transport,2021-01-01,0.8,Cipru
Transport,2021-01-01,3.9,Cehia
Transport,2021-01-01,2,Germania
Transport,2021-01-01,1.7,Danemarca
Transport,2021-01-01,2.9,Estonia
Transport,2021-01-01,2.2,Grecia
Transport,2021-01-01,2,Spania
Transport,2021-01-01,2.3,Media UE
Transport,2021-01-01,2.4,Finlanda
Transport,2021-01-01,2.1,Franta
Transport,2021-01-01,3.4,Croatia
Transport,2021-01-01,4.9,Ungaria
Transport,2021-01-01,1,Irlanda
Transport,2021-01-01,3,Islanda
Transport,2021-01-01,2.2,Italia
Transport,2021-01-01,1.6,Lituania
Transport,2021-01-01,3.3,Luxemburg
Transport,2021-01-01,3.6,Letonia
Transport,2021-01-01,2.3,Malta
Transport,2021-01-01,2.3,Olanda
Transport,2021-01-01,3.7,Norvegia
Transport,2021-01-01,3.6,Polonia
Transport,2021-01-01,2.3,Portugalia
Transport,2021-01-01,2.9,Romania
Transport,2021-01-01,2.8,Suedia
Transport,2021-01-01,3.1,Slovenia
Transport,2021-01-01,3.8,Slovacia
Communication,2021-01-01,0.1,Austria
Communication,2021-01-01,0.1,Belgia
Communication,2021-01-01,0.1,Bulgaria
Communication,2021-01-01,0,Elvetia
Communication,2021-01-01,0.1,Cipru
Communication,2021-01-01,0,Cehia
Communication,2021-01-01,0,Germania
Communication,2021-01-01,0,Danemarca
Communication,2021-01-01,0,Estonia
Communication,2021-01-01,0,Grecia
Communication,2021-01-01,0.1,Spania
Communication,2021-01-01,0,Media UE
Communication,2021-01-01,0,Finlanda
Communication,2021-01-01,0,Franta
Communication,2021-01-01,0,Croatia
Communication,2021-01-01,0,Ungaria
Communication,2021-01-01,0,Irlanda
Communication,2021-01-01,0,Islanda
Communication,2021-01-01,0.1,Italia
Communication,2021-01-01,0.1,Lituania
Communication,2021-01-01,0.1,Luxemburg
Communication,2021-01-01,0.1,Letonia
Communication,2021-01-01,0,Malta
Communication,2021-01-01,0,Olanda
Communication,2021-01-01,0.1,Norvegia
Communication,2021-01-01,0,Polonia
Communication,2021-01-01,0,Portugalia
Communication,2021-01-01,0,Romania
Communication,2021-01-01,0,Suedia
Communication,2021-01-01,0,Slovenia
Communication,2021-01-01,0,Slovacia
Other industries,2021-01-01,0.2,Austria
Other industries,2021-01-01,0.1,Belgia
Other industries,2021-01-01,0.1,Bulgaria
Other industries,2021-01-01,0.2,Elvetia
Other industries,2021-01-01,0.4,Cipru
Other industries,2021-01-01,0.2,Cehia
Other industries,2021-01-01,0.3,Germania
Other industries,2021-01-01,0.1,Danemarca
Other industries,2021-01-01,0.1,Estonia
Other industries,2021-01-01,0,Grecia
Other industries,2021-01-01,0.3,Spania
Other industries,2021-01-01,0.3,Media UE
Other industries,2021-01-01,0,Finlanda
Other industries,2021-01-01,0.4,Franta
Other industries,2021-01-01,0.5,Croatia
Other industries,2021-01-01,0.6,Ungaria
Other industries,2021-01-01,0.1,Irlanda
Other industries,2021-01-01,0.2,Islanda
Other industries,2021-01-01,0.8,Italia
Other industries,2021-01-01,0.1,Lituania
Other industries,2021-01-01,0.2,Luxemburg
Other industries,2021-01-01,0.1,Letonia
Other industries,2021-01-01,1.1,Malta
Other industries,2021-01-01,0.3,Olanda
Other industries,2021-01-01,0,Norvegia
Other industries,2021-01-01,0,Polonia
Other industries,2021-01-01,0.2,Portugalia
Other industries,2021-01-01,0,Romania
Other industries,2021-01-01,0,Suedia
Other industries,2021-01-01,0.7,Slovenia
Other industries,2021-01-01,0.1,Slovacia
R&D Economic affairs,2021-01-01,1,Austria
R&D Economic affairs,2021-01-01,0.3,Belgia
R&D Economic affairs,2021-01-01,0,Bulgaria
R&D Economic affairs,2021-01-01,0.1,Elvetia
R&D Economic affairs,2021-01-01,0.1,Cipru
R&D Economic affairs,2021-01-01,0.2,Cehia
R&D Economic affairs,2021-01-01,0.3,Germania
R&D Economic affairs,2021-01-01,0.1,Danemarca
R&D Economic affairs,2021-01-01,0.2,Estonia
R&D Economic affairs,2021-01-01,0,Grecia
R&D Economic affairs,2021-01-01,0.4,Spania
R&D Economic affairs,2021-01-01,0.4,Media UE
R&D Economic affairs,2021-01-01,0.6,Finlanda
R&D Economic affairs,2021-01-01,0.8,Franta
R&D Economic affairs,2021-01-01,0.1,Croatia
R&D Economic affairs,2021-01-01,0.3,Ungaria
R&D Economic affairs,2021-01-01,0.1,Irlanda
R&D Economic affairs,2021-01-01,0.3,Islanda
R&D Economic affairs,2021-01-01,0.6,Italia
R&D Economic affairs,2021-01-01,0,Lituania
R&D Economic affairs,2021-01-01,0.4,Luxemburg
R&D Economic affairs,2021-01-01,0,Letonia
R&D Economic affairs,2021-01-01,0,Malta
R&D Economic affairs,2021-01-01,0.5,Olanda
R&D Economic affairs,2021-01-01,0.5,Norvegia
R&D Economic affairs,2021-01-01,0.1,Polonia
R&D Economic affairs,2021-01-01,0.2,Portugalia
R&D Economic affairs,2021-01-01,0.1,Romania
R&D Economic affairs,2021-01-01,0.1,Suedia
R&D Economic affairs,2021-01-01,0.4,Slovenia
R&D Economic affairs,2021-01-01,0,Slovacia
Economic affairs n.e.c.,2021-01-01,0,Austria
Economic affairs n.e.c.,2021-01-01,0,Belgia
Economic affairs n.e.c.,2021-01-01,0,Bulgaria
Economic affairs n.e.c.,2021-01-01,0,Elvetia
Economic affairs n.e.c.,2021-01-01,0,Cipru
Economic affairs n.e.c.,2021-01-01,0.2,Cehia
Economic affairs n.e.c.,2021-01-01,0.2,Germania
Economic affairs n.e.c.,2021-01-01,0,Danemarca
Economic affairs n.e.c.,2021-01-01,0.2,Estonia
Economic affairs n.e.c.,2021-01-01,1.6,Grecia
Economic affairs n.e.c.,2021-01-01,0,Spania
Economic affairs n.e.c.,2021-01-01,0.1,Media UE
Economic affairs n.e.c.,2021-01-01,0,Finlanda
Economic affairs n.e.c.,2021-01-01,0.1,Franta
Economic affairs n.e.c.,2021-01-01,0.1,Croatia
Economic affairs n.e.c.,2021-01-01,0.1,Ungaria
Economic affairs n.e.c.,2021-01-01,0,Irlanda
Economic affairs n.e.c.,2021-01-01,0.5,Islanda
Economic affairs n.e.c.,2021-01-01,0.1,Italia
Economic affairs n.e.c.,2021-01-01,0.1,Lituania
Economic affairs n.e.c.,2021-01-01,0,Luxemburg
Economic affairs n.e.c.,2021-01-01,0.2,Letonia
Economic affairs n.e.c.,2021-01-01,0,Malta
Economic affairs n.e.c.,2021-01-01,0,Olanda
Economic affairs n.e.c.,2021-01-01,0.2,Norvegia
Economic affairs n.e.c.,2021-01-01,0,Polonia
Economic affairs n.e.c.,2021-01-01,NA,Portugalia
Economic affairs n.e.c.,2021-01-01,0.1,Romania
Economic affairs n.e.c.,2021-01-01,0,Suedia
Economic affairs n.e.c.,2021-01-01,0,Slovenia
Economic affairs n.e.c.,2021-01-01,0.1,Slovacia
Environmental protection,2021-01-01,0.4,Austria
Environmental protection,2021-01-01,1.3,Belgia
Environmental protection,2021-01-01,0.8,Bulgaria
Environmental protection,2021-01-01,0.6,Elvetia
Environmental protection,2021-01-01,0.4,Cipru
Environmental protection,2021-01-01,0.9,Cehia
Environmental protection,2021-01-01,0.6,Germania
Environmental protection,2021-01-01,0.4,Danemarca
Environmental protection,2021-01-01,0.6,Estonia
Environmental protection,2021-01-01,1.2,Grecia
Environmental protection,2021-01-01,1,Spania
Environmental protection,2021-01-01,0.8,Media UE
Environmental protection,2021-01-01,0.2,Finlanda
Environmental protection,2021-01-01,1,Franta
Environmental protection,2021-01-01,1.5,Croatia
Environmental protection,2021-01-01,0.7,Ungaria
Environmental protection,2021-01-01,0.3,Irlanda
Environmental protection,2021-01-01,0.7,Islanda
Environmental protection,2021-01-01,1,Italia
Environmental protection,2021-01-01,0.5,Lituania
Environmental protection,2021-01-01,0.9,Luxemburg
Environmental protection,2021-01-01,0.6,Letonia
Environmental protection,2021-01-01,1.3,Malta
Environmental protection,2021-01-01,1.4,Olanda
Environmental protection,2021-01-01,0.9,Norvegia
Environmental protection,2021-01-01,0.6,Polonia
Environmental protection,2021-01-01,0.8,Portugalia
Environmental protection,2021-01-01,0.7,Romania
Environmental protection,2021-01-01,0.6,Suedia
Environmental protection,2021-01-01,0.7,Slovenia
Environmental protection,2021-01-01,0.9,Slovacia
Waste management,2021-01-01,0.1,Austria
Waste management,2021-01-01,0.4,Belgia
Waste management,2021-01-01,0.6,Bulgaria
Waste management,2021-01-01,0.1,Elvetia
Waste management,2021-01-01,0.3,Cipru
Waste management,2021-01-01,0.3,Cehia
Waste management,2021-01-01,0.2,Germania
Waste management,2021-01-01,0,Danemarca
Waste management,2021-01-01,0.3,Estonia
Waste management,2021-01-01,0.8,Grecia
Waste management,2021-01-01,0.6,Spania
Waste management,2021-01-01,0.4,Media UE
Waste management,2021-01-01,0,Finlanda
Waste management,2021-01-01,0.5,Franta
Waste management,2021-01-01,0.3,Croatia
Waste management,2021-01-01,0.4,Ungaria
Waste management,2021-01-01,0,Irlanda
Waste management,2021-01-01,0.5,Islanda
Waste management,2021-01-01,0.6,Italia
Waste management,2021-01-01,0.2,Lituania
Waste management,2021-01-01,0.2,Luxemburg
Waste management,2021-01-01,0.3,Letonia
Waste management,2021-01-01,0.6,Malta
Waste management,2021-01-01,0.6,Olanda
Waste management,2021-01-01,0.2,Norvegia
Waste management,2021-01-01,0.1,Polonia
Waste management,2021-01-01,0.3,Portugalia
Waste management,2021-01-01,0.3,Romania
Waste management,2021-01-01,0.1,Suedia
Waste management,2021-01-01,0,Slovenia
Waste management,2021-01-01,0.4,Slovacia
Waste water management,2021-01-01,0.1,Austria
Waste water management,2021-01-01,0.1,Belgia
Waste water management,2021-01-01,0.1,Bulgaria
Waste water management,2021-01-01,0.3,Elvetia
Waste water management,2021-01-01,0.1,Cipru
Waste water management,2021-01-01,0.3,Cehia
Waste water management,2021-01-01,0.1,Germania
Waste water management,2021-01-01,0,Danemarca
Waste water management,2021-01-01,0.1,Estonia
Waste water management,2021-01-01,0,Grecia
Waste water management,2021-01-01,0.1,Spania
Waste water management,2021-01-01,0.2,Media UE
Waste water management,2021-01-01,0,Finlanda
Waste water management,2021-01-01,0.2,Franta
Waste water management,2021-01-01,0.2,Croatia
Waste water management,2021-01-01,0.1,Ungaria
Waste water management,2021-01-01,0.2,Irlanda
Waste water management,2021-01-01,0,Islanda
Waste water management,2021-01-01,0,Italia
Waste water management,2021-01-01,0,Lituania
Waste water management,2021-01-01,0.4,Luxemburg
Waste water management,2021-01-01,0,Letonia
Waste water management,2021-01-01,0.1,Malta
Waste water management,2021-01-01,0.4,Olanda
Waste water management,2021-01-01,0.4,Norvegia
Waste water management,2021-01-01,0.2,Polonia
Waste water management,2021-01-01,0.1,Portugalia
Waste water management,2021-01-01,0.2,Romania
Waste water management,2021-01-01,0.2,Suedia
Waste water management,2021-01-01,0.3,Slovenia
Waste water management,2021-01-01,0.1,Slovacia
Pollution abatement,2021-01-01,0.2,Austria
Pollution abatement,2021-01-01,0.6,Belgia
Pollution abatement,2021-01-01,NA,Bulgaria
Pollution abatement,2021-01-01,0,Elvetia
Pollution abatement,2021-01-01,0,Cipru
Pollution abatement,2021-01-01,0,Cehia
Pollution abatement,2021-01-01,0.1,Germania
Pollution abatement,2021-01-01,0,Danemarca
Pollution abatement,2021-01-01,0,Estonia
Pollution abatement,2021-01-01,0.4,Grecia
