cod,taxa,functie,year,value
D2122B,Sumele compensatorii monetare asupra importurilor,_Z,1996,NA
D2122C,Accize,_Z,1996,NA
D2122C,Accize incasate in vama din importul produselor energetice,C,1996,NA
D2122C,"Accize incasate in vama din importul de alcool etilic, produse intermediare, vinuri spumoase, bauturi fermentate spumoase si bere inclusiv sume datorate pana la 31 decembrie 2006",C,1996,NA
D2122C,Accize incasate in vama din importul de produse din tutun,C,1996,NA
D2122C,Accize incasate in vama din importul de cafea,C,1996,NA
D2122C,Accize incasate in vama din importul altor produse,C,1996,NA
D2122C,Accize in vama din importul autoturismelor,C,1996,NA
D2122C,"Accize in vama din importul aparatelor de aer conditionat,datorate pana la 31.12.2006",C,1996,NA
D2122C,"Accize incasate in vama din importul de alcool, distilate si bauturi alcoolice",C,1996,NA
D2122C,Venituri cu destinatie speciala din cota unica asupra carburantilor auto livrati la intern de producatori precum si carburantii auto consumati de acestia si asupra  carburantilor auto importati (Restante anii anteriori),C,1996,NA
D2122D,Taxele pe vânzări generale,_Z,1996,NA
D2122E,Taxe pe servicii specifice,_Z,1996,NA
D2122F,Profitul monopolurilor de import,_Z,1996,NA
D214,"Impozite pe produse,exclusivTVA si impozitele pe importuri",_Z,1996,250
D214A,Drepturi de accize si impozite de consum,_Z,1996,184.7
D214A,Impozit pe titeiul din productia interna si gazele naturale,C,1996,39.3
D214A,Taxa de dezvoltare cuprinsa in tariful energiei electrice si termice-Restante anii anteriori,C,1996,36.3
D214A,Accize incasate din vanzarea produselor energetice,C,1996,109.1
D214A,"Accize incasate din vanzarea de alcool, etilic, produse intermediare, vinuri spumoase, bauturi fermentate si bere",C,1996,NA
D214A,Accize incasate din vanzarea produselor din tutun,C,1996,NA
D214A,Accize incasate din vanzarea de cafea,C,1996,NA
D214A,Accize incasate din vanzarea altor produse,C,1996,NA
D214A,Accize incasate din vanzarea energiei electrice,C,1996,NA
D214A,Accize incasate din vanzarea autoturismelor din productia interna,C,1996,NA
D214A,Accize incasate la eliberarea banderolelor fiscale pentru bauturile alcoolice,C,1996,NA
D214B,Taxe de timbru,_Z,1996,NA
D214B,"Taxe judiciare de timbru, taxe de timbru pentru activitatea notariala si alte taxe de timbru",KS,1996,NA
D214B,Venituri din timbrul judiciar,KS,1996,NA
D214B,Taxe extrajudiciare de timbru,KS,1996,NA
D214B,Taxe de timbru pt. contestatiile si plângerile asupra sumelor constatate si aplicate prin acte de control sau de impunere,KS,1996,NA
D214C,Taxa pe tranzacțiile financiare și de capital,_Z,1996,NA
D214C,Impozitul pe veniturile din transferul  proprietatilor imobiliare din  patrimoniul personal,KS,1996,NA
D214D,Taxe inregistrare auto,_Z,1996,NA
D214D,Taxe inregistrare auto,C,1996,NA
D214E,Taxe pentru spectacol si divertisment,_Z,1996,NA
D214E,Impozit pe spectacole,C,1996,NA
D214F,"Taxe pentru loterie,jocuri de noroc si pariuri",_Z,1996,NA
D214F,Taxa de timbru social asupra jocurilor de noroc,C,1996,NA
D214G,Taxe asupra primelor de asigurare,_Z,1996,0.4
D214G,"Venituri din aplicarea unei cote de 1,5% asupra volumului de prime brute",C,1996,0.4
D214H,Alte taxe pentru servicii determinate,_Z,1996,NA
D214H,"Impozit pe veniturile din activitatile de expertiza contabila, tehnica judiciara si extrajudiciara",C,1996,NA
D214H,Alte taxe pe servicii specifice,C,1996,NA
D214H,Taxe hoteliere,C,1996,NA
D214H,Cote din taxe de scolarizare,C,1996,NA
D214H,Contributia agentilor economici din turism,C,1996,NA
D214H,Taxa pentru reabilitare termica,C,1996,NA
D214I,Impozite generale pe vanzari sau pe cifra de afaceri,_Z,1996,NA
D214I,"Alte impozite si taxe generale pe cifra de afaceri, vanzari si valoare adaugata",C,1996,NA
D214I,Venituri din cota pe cifra de afaceri in domeniul comunicatiilor electronice,C,1996,NA
D214I,Venituri din contributia datorata pt medicamente finantate din Fd. National Unic de Asig. Sociale de Sanatate si din bg. Min. Sanatatii,C,1996,NA
D214I,Venituri din contributia datorata pt medicamente finantate din Fd. National Unic de Asig. Sociale de Sanatate pana la data de 30septembrie 2011,C,1996,NA
D214I,Venituri din contributia datorata pentru contractele cost-volum/cost-volum-rezultat,C,1996,NA
D214I,Venituri din contributia datorata pentru volume de medicamente consumate care depasesc volumele stabilite prin contracte,C,1996,NA
D214J,Beneficiile monopolurilor fiscale,_Z,1996,NA
D214J,Impozit pe venituri din activitati desfasurate in baza contractelor/ conventiilor civile incheiate potrivit Codului civil,C,1996,NA
D214K,Taxele de export și comp monetare. sumele pe exporturi,_Z,1996,NA
D214L,Alte taxe pe produse,_Z,1996,64.9
D214L,Alte impozite si taxe,C,1996,51.9
D214L,Taxe speciale,C,1996,NA
D214L,Venituri incasate an curent,C,1996,NA
D214L,"Cota asupra pretului cu ridicata exclusiv accizele pt. carburantii auto 
livrati la intern de producatori si a valorii in vama pt carburanti auto importati",C,1996,13
D29,Alte impozite pe productie,_Z,1996,31.2
D29A,"Impozite pe proprietate sau utilizare terenuri,cladiri,constructii",_Z,1996,28.4
D29A,Impozit si taxa pe cladiri de la  persoane juridice,KS,1996,28.4
D29A,Impozit si taxa pe teren de la persoane  juridice,KS,1996,NA
D29A,Sume fixe anuale platite pt. utilizarea drumurilor publice,KS,1996,NA
D29A,Impozit pe constructii,KS,1996,NA
D29B,Impozite pe utilizarea activelor fixe,_Z,1996,0
D29B,Impozit pe mijloace de transport  detinute persoane de juridice*),KS,1996,NA
D29B,Taxe asupra tranzactiilor cu valori mobiliare,KS,1996,0
D29B,"Alte taxe pe utilizarea bunurilor, autorizarea utilizarii bunurilor sau pe desfasurare de activitati",KS,1996,NA
D29C,Fondul de salarii și impozitele pe salarii,_Z,1996,NA
D29D,Impozite pe tranzactiile internationale,_Z,1996,NA
D29D,Venituri cu destinatie speciala din comisionul pentru servicii vamale,C,1996,NA
D29D,Alte taxe pe tranzactii si comert international,C,1996,NA
D29E,Impozite pe autorizatiile de  exercitare a activitatilor comerciale sau profesionale,_Z,1996,NA
D29E,Taxe si tarife pentru eliberarea de licente si autorizatii de functionare,KS,1996,NA
D29E,"Taxe pentru autorizarea vânzările de alcool, băuturi alcoolice, _x000D_
produse din tutun si cafea",KS,1996,NA
D29F,Impozite pe emisiile poluante,_Z,1996,0.2
D29F,Taxe si alte venituri din protectia mediului,C,1996,0.2
D29F,"Venituri din vanzarea certificatelor de emisii de gaze cu efect de sera,",C,1996,NA
D29G,Sub-compensare a TVA-ului (sistem forfetar),_Z,1996,NA
D29H,Alte impozite pe productie,_Z,1996,2.6
D29H,"Taxe pe activitatea de prospectiune, explorare si exploatare a resurselor minerale",KS,1996,NA
D29H,Taxa asupra unor activitati daunatoare sanatatii si din publicitatea lor,KS,1996,2.6
D29H,Venituri cu destinatie speciala din cotele aplicate asupra venitur realizate in domeniul aviatiei civile,KS,1996,NA
D29H,Contributii in sectorul zaharului,KS,1996,NA
D29H,Contributii la fondul temporar pentru restructurarea industriei zaharului in Comunitatea Europeana,KS,1996,NA
D29H,Contributia la fondul national de rezolutie,KS,1996,NA
D29H,Taxa pe active fixe bancare,KS,1996,NA
D29H,Contributia la Fondul de garantare a depozitelor bancare,KS,1996,NA
D5,"Impozitele curente pe patrimoniul de venit, etc",_Z,1996,1119.3
D51,Impozit pe venit,_Z,1996,1119.3
D51M,"Impozite pe venitul individual sau de uz casnic, inclusiv câștigurile din exploatare",_Z,1996,749.9
D51M,Impozit pe venituri din activitati independente,SPLIT1,1996,NA
D51M,Impozit pe venituri din cedarea folosintei bunurilor,SPLIT1,1996,NA
D51M,Impozit pe venituri din dividende,SPLIT1,1996,NA
D51M,Impozit pe venituri din dobanzi,SPLIT1,1996,NA
D51M,Impozit pe alte venituri,SPLIT1,1996,NA
D51M,Impozit pe venituri din pensii,SPLIT1,1996,NA
D51M,Impozit pe venituri din transferul titlurilor de valoare,SPLIT1,1996,NA
D51M,Impozit pe venituri din valorificarea drepturilor de proprietate intelectuala,SPLIT1,1996,NA
D51M,Impozit pe venituri realizate de persoa- nele fizice nerezidente,SPLIT1,1996,NA
D51M,Impozitul pe onorariul avocatilor si notarilor publici,SPLIT1,1996,NA
D51M,"Impozit pe veniturile liber profesionistilor, meseriasilor si a altor persoane fizice independente si asociatiilor familiare",SPLIT1,1996,197.3
D51M,"Impozit pe venituri din inchirieri, subinchirieri, locatii de gestiune si arendari",SPLIT1,1996,NA
D51M,"Impozit pe venituri obtinute din drepturi de autor si cele cuvenite
 inventatorilor si inovatorilor",SPLIT1,1996,NA
D51M,Impozitul pe veniturile obtinute din premii si castiguri in bani sau natura,SPLIT1,1996,NA
D51M,Impozit pe venituri realizate de persoanele fizice nesalariate,SPLIT1,1996,NA
D51M,"Alte impozite pe venit, profit si cistiguri din capital",SPLIT1,1996,78.9
D51M,Impozit pe venit din salarii,SPLIT1,1996,468.1
D51M,Impozit pe venituri din activitati agricole,SPLIT1,1996,5.6
D51M,Impozitul specific,SPLIT1,1996,NA
D51M,Impozitul pe veniturile din activitati independente realizate in baza contractelor de activitate sportiva,SPLIT1,1996,NA
D51M,Impozit pe venit aferent declaratiei unice,SPLIT1,1996,NA
D51A,Impozite pe venitul persoanelor fizice sau al gospodariilor populatiei exclusiv castiguri din detinere,_Z,1996,749.9
D51A,Impozit pe venituri din activitati independente,SPLIT1,1996,NA
D51A,Impozit pe venituri din cedarea folosintei bunurilor,SPLIT1,1996,NA
D51A,Impozit pe venituri din dividende,SPLIT1,1996,NA
D51A,Impozit pe venituri din dobanzi,SPLIT1,1996,NA
D51A,Impozit pe alte venituri,SPLIT1,1996,NA
D51A,Impozit pe venituri din pensii,SPLIT1,1996,NA
D51A,Impozit pe venituri din transferul titlurilor de valoare,SPLIT1,1996,NA
D51A,Impozit pe venituri din valorificarea drepturilor de proprietate intelectuala,SPLIT1,1996,NA
D51A,Impozit pe venituri realizate de persoanele fizice nerezidente,SPLIT1,1996,NA
D51A,Impozitul pe onorariul avocatilor si notarilor publici,SPLIT1,1996,NA
D51A,"Impozit pe veniturile liber profesionistilor, meseriasilor si a altor persoane fizice independente si asociatiilor familiare",SPLIT1,1996,197.3
D51A,"Impozit pe venituri din inchirieri, subinchirieri, locatii de gestiune si arendari",SPLIT1,1996,NA
D51A,"Impozit pe venituri obtinute din drepturi de autor si cele cuvenite
 inventatorilor si inovatorilor",SPLIT1,1996,NA
D51A,Impozitul pe veniturile obtinute din premii si castiguri in bani sau natura,SPLIT1,1996,NA
D51A,Impozit pe venituri realizate de persoanele fizice nesalariate,SPLIT1,1996,NA
D51A,"Alte impozite pe venit, profit si cistiguri din capital",SPLIT1,1996,78.9
D51A,Impozit pe venit din salarii,SPLIT1,1996,468.1
D51A,Impozit pe venituri din activitati agricole,SPLIT1,1996,5.6
D51A,Impozitul specific,SPLIT1,1996,NA
D51A,Impozitul pe veniturile din activitati independente realizate in baza contractelor de activitate sportiva,SPLIT1,1996,NA
D51A,Impozit pe venit aferent declaratiei unice,SPLIT1,1996,NA
D51C1,Impozite pe castigurile de detinere(1),_Z,1996,NA
D51O,Impozite pe venitul sau beneficiile societatilor inclusiv castigurile din detinere,_Z,1996,369.4
D51O,Impozit pe profit de la agentii economici,KIC,1996,354.8
D51O,Impozit pe profit de la bancile comerciale,KIC,1996,NA
D51O,Impozit pe veniturile realizate de persoanele juridice nerezidente,KIC,1996,NA
D51O,Impozitul pe profit obtinut din activitati comerciale ilicite sau din nerespectarea Legii privind protectia consumatorului,KIC,1996,NA
D51O,Impozit pe dividende datorat de persoane juridice,KIC,1996,NA
D51O,"Impozit pe profitul realizat de persoana fizica dintr-o asociere cu o persoana juridica, care nu genereaza o persoana juridica",KIC,1996,NA
D51O,Impozit pe venitul microintreprinderilor,KIC,1996,NA
D51O,Impozit pe veniturile microintreprinderilor realizate de persoana fizica dintr-o asociere cu o persoana jurudica care nu genereaza o persoana juridica,KIC,1996,NA
D51O,Impozitul pe venitul reprezentantelor din Romania ale societatilor comerciale straine,KIC,1996,NA
D51O,"Sume incasate pentru bugetul de stat in contul unic,in curs de distribuire",KIC,1996,NA
D51O,"Impozit pe venituri din operatiuni de vanzare-cumparare de valuta la termen, pe baza de contract, precum si orice alte operatiuni similare",KIC,1996,NA
D51O,Varsaminte din profitul net al regiilor autonome,KIC,1996,NA
D51O,Contributii ale agentilor economici pt invatamantul de stat,KIC,1996,NA
D51O,Varsaminte din veniturile nete ale Bancii Nationale a Romaniei,KIC,1996,NA
D51O,Impozite pe veniturile din exploatarea unor resurse naturale,KIC,1996,NA
D51O,"Impozit pe venitul din concesionarea bunurilor societatilor comerciale  sau companiilor nationale la care statul este actionar mAIoritar 
          precum si societatilor autonome",KIC,1996,14.6
D51B,Impozite pe venitul sau beneficiile societatilor exclusiv castigurile din detinere,_Z,1996,369.4
D51B,Impozit pe profit de la agentii economici,KIC,1996,354.8
D51B,Impozit pe profit de la bancile comerciale,KIC,1996,NA
D51B,Impozit pe veniturile realizate de persoanele juridice nerezidente,KIC,1996,NA
D51B,Impozitul pe profit obtinut din activitati comerciale ilicite sau din nerespectarea Legii privind protectia consumatorului,KIC,1996,NA
D51B,Impozit pe dividende datorat de persoane juridice,KIC,1996,NA
D51B,"Impozit pe profitul realizat de persoana fizica dintr-o asociere cu o persoana juridica, care nu genereaza o persoana juridica",KIC,1996,NA
D51B,Impozit pe venitul microintreprinderilor,KIC,1996,NA
D51B,"Impozit pe veniturile microintreprinderilor realizate de persoana fizica dintr-o
 asociere cu o persoana jurudica care nu genereaza o persoana juridica",KIC,1996,NA
D51B,Impozitul pe venitul reprezentantelor din Romania ale societatilor comerciale straine,KIC,1996,NA
D51B,"Sume incasate pentru bugetul de stat in contul unic,in curs de distribuire",KIC,1996,NA
D51B,"Impozit pe venituri din operatiuni de vanzare-cumparare de valuta la termen, pe baza de contract, precum si orice alte operatiuni similare",KIC,1996,NA
D51B,Varsaminte din profitul net al regiilor autonome,KIC,1996,NA
D51B,Contributii ale agentilor economici pt invatamantul de stat,KIC,1996,NA
D51B,Varsaminte din veniturile nete ale Bancii Nationale a Romaniei,KIC,1996,NA
D51B,Impozite pe veniturile din exploatarea unor resurse naturale,KIC,1996,NA
D51B,Impozit pe venitul din concesionarea bunurilor societatilor comerciale  sau companiilor nationale la care statul este actionar majoritar  precum si societatilor autonome,KIC,1996,14.6
D51C2,Impozite pe câștigurile din exploatare ale societăților (1),_Z,1996,NA
D51C3,Alte impozite pe câștigurile exploatație (1),_Z,1996,NA
D51C,Impozite pe castigurile de detinere,_Z,1996,NA
D51D,Taxe asupra castigurilor de la loterii si pariuri,_Z,1996,NA
D51D,"Impozit pe veniturile obtinute din jocurile de noroc, din premii si din prime in bani si/sau natura",KIH,1996,NA
D51D,Taxe pentru jocurile de noroc,KIH,1996,NA
D51E,Alte impozite pe venit,_Z,1996,NA
D51E,"Impozit pe venituri obtinute din valorificarea de bunuri in regim de consignatie si din activitati desfasurate pe baza unui contract de agent, comision sau mandat comercial",KIH,1996,NA
D59,Alte impozite curente,_Z,1996,0
D59A,Impozite curente pe capital,_Z,1996,0
D59A,Impozit pe terenul din extravilan,KS,1996,0
D59A,Impozit pe cladiri de la persoane  fizice,KS,1996,NA
D59A,Impozit pe terenuri de la persoane  fizice,KS,1996,NA
D59B,Taxe sondaj,_Z,1996,NA
D59C,Impozitele pe cheltuieli,_Z,1996,NA
D59D,Plățile efectuate de gospodării pentru licențe,_Z,1996,NA
D59D,Impozit pe mijloacele de transport  detinute de persoane fizice*),C,1996,NA
D59D,Taxa Radio-TV,C,1996,NA
D59E,Impozite pe operațiunile internaționale,_Z,1996,NA
D59F,Alte impozite curente n.e.c.,_Z,1996,NA
D59F,Alte impozite si taxe pe proprietate de la populatie,KS,1996,NA
D91,Impozite pe capital,_Z,1996,0
D91A,Impozite pe transferurile de capital,_Z,1996,0
D91B,impozitele pe capital,_Z,1996,0
D91C,Alte impozite pe capital n.e.c.,_Z,1996,0
ODA,Totalul încasărilor fiscale,_Z,1996,2119.1
D61,Cotizatii sociale nete,_Z,1996,849.7
D611,Cotizatii sociale efective in sarcina angajatorilor,_Z,1996,634.7
D611,Contributii de asigurari sociale de stat datorate de angajatori,LEYRS,1996,629.5
D611,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,1996,0
D611,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,1996,0
D611,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,1996,0
D611,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,1996,5.2
D611,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,1996,0
D611,Contributii pentru concedii si indemnizatii de la persoane juridice sau fizice,LEYRS,1996,NA
D611,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,1996,NA
